templateKey,normalizedTemplate,bglCategory,bglComponent,bglSeverity,totalRecords,normalTruthCount,anomalyTruthCount,TP,TN,FP,FN,errorCount,errorRate,correctCount,accuracy,directLlmCount,directGuardCount,cacheHitCount,cacheFromLlmCount,cacheFromGuardCount,cacheableCount,nonCacheableCount,validOutputCount,invalidOutputCount,labelConflict
bgl|category=null|component=discovery|severity=info|message=new ido chip inserted into the database: ff:f2:9f:<num>:c7:9d:<num>:0d:<num>:e9:<num>:<num> ip=<ip> v=<num> t=<num>,New ido chip inserted into the database: FF:F2:9F:<NUM>:C7:9D:<NUM>:0D:<NUM>:E9:<NUM>:<NUM> ip=<IP> v=<NUM> t=<NUM>,NULL,DISCOVERY,INFO,2,2,0,0,2,0,0,0,0.0,2,1.0,1,0,1,1,0,2,0,2,0,false
"bgl|category=null|component=discovery|severity=info|message=node card vpd check: u11 node in processor card slot j16 do not match. vpd ecid 04d58092c42fffff0a0b1bd04ee7, found <num>","Node card VPD check: U11 node in processor card slot J16 do not match. VPD ecid 04D58092C42FFFFF0A0B1BD04EE7, found <NUM>",NULL,DISCOVERY,INFO,2,2,0,0,2,0,0,0,0.0,2,1.0,1,0,1,1,0,2,0,2,0,false
"bgl|category=null|component=discovery|severity=info|message=node card vpd check: u01 node in processor card slot j11 do not match. vpd ecid 07480d52622fffff05071a314cc2, found <num>","Node card VPD check: U01 node in processor card slot J11 do not match. VPD ecid 07480D52622FFFFF05071A314CC2, found <NUM>",NULL,DISCOVERY,INFO,2,2,0,0,2,0,0,0,0.0,2,1.0,1,0,1,1,0,2,0,2,0,false
"bgl|category=null|component=discovery|severity=info|message=node card vpd check: u01 node in processor card slot j11 do not match. vpd ecid 074804c1417bffff06041bd088e2, found 076110a74a2fffff0e061bd04ee7","Node card VPD check: U01 node in processor card slot J11 do not match. VPD ecid 074804C1417BFFFF06041BD088E2, found 076110A74A2FFFFF0E061BD04EE7",NULL,DISCOVERY,INFO,2,2,0,0,2,0,0,0,0.0,2,1.0,1,0,1,1,0,2,0,2,0,false
bgl|category=ras|component=kernel|severity=info|message=iar 0014a150 dear 007e7798,iar 0014a150 dear 007e7798,RAS,KERNEL,INFO,2,2,0,0,2,0,0,0,0.0,2,1.0,1,0,1,1,0,2,0,2,0,false
"bgl|category=null|component=discovery|severity=info|message=node card vpd check: u11 node in processor card slot j16 do not match. vpd ecid 04d480a74d2fffff05091b909ce1, found <num>","Node card VPD check: U11 node in processor card slot J16 do not match. VPD ecid 04D480A74D2FFFFF05091B909CE1, found <NUM>",NULL,DISCOVERY,INFO,2,2,0,0,2,0,0,0,0.0,2,1.0,1,0,1,1,0,2,0,2,0,false
"bgl|category=null|component=discovery|severity=info|message=node card vpd check: u11 node in processor card slot j16 do not match. vpd ecid 04d380a74e2fffff080e1c604eee, found <num>","Node card VPD check: U11 node in processor card slot J16 do not match. VPD ecid 04D380A74E2FFFFF080E1C604EEE, found <NUM>",NULL,DISCOVERY,INFO,2,2,0,0,2,0,0,0,0.0,2,1.0,1,0,1,1,0,2,0,2,0,false
bgl|category=null|component=discovery|severity=info|message=ido chip status changed: ff:f2:9f:<num>:e2:b4:<num>:0d:<num>:e9:1d:4b ip=<ip> v=<num> t=<num> status=m tue sep <num> <num>:<num>:<num> pdt <num>,Ido chip status changed: FF:F2:9F:<NUM>:E2:B4:<NUM>:0D:<NUM>:E9:1D:4B ip=<IP> v=<NUM> t=<NUM> status=M Tue Sep <NUM> <NUM>:<NUM>:<NUM> PDT <NUM>,NULL,DISCOVERY,INFO,2,2,0,0,2,0,0,0,0.0,2,1.0,1,0,1,1,0,2,0,2,0,false
"bgl|category=null|component=discovery|severity=info|message=node card vpd check: u01 node in processor card slot j11 do not match. vpd ecid 07460dd7412fffff05081ae04ad5, found 07540d72022fffff07031ac0cecc","Node card VPD check: U01 node in processor card slot J11 do not match. VPD ecid 07460DD7412FFFFF05081AE04AD5, found 07540D72022FFFFF07031AC0CECC",NULL,DISCOVERY,INFO,2,2,0,0,2,0,0,0,0.0,2,1.0,1,0,1,1,0,2,0,2,0,false
bgl|category=null|component=discovery|severity=info|message=new ido chip inserted into the database: ff:f2:9f:<num>:c6:3d:<num>:0d:<num>:e9:<num>:c2 ip=<ip> v=<num> t=<num>,New ido chip inserted into the database: FF:F2:9F:<NUM>:C6:3D:<NUM>:0D:<NUM>:E9:<NUM>:C2 ip=<IP> v=<NUM> t=<NUM>,NULL,DISCOVERY,INFO,2,2,0,0,2,0,0,0,0.0,2,1.0,1,0,1,1,0,2,0,2,0,false
bgl|category=ras|component=kernel|severity=info|message=iar 00105e88 dear 02f6555c,iar 00105e88 dear 02f6555c,RAS,KERNEL,INFO,2,2,0,0,2,0,0,0,0.0,2,1.0,1,0,1,1,0,2,0,2,0,false
bgl|category=null|component=discovery|severity=info|message=new ido chip inserted into the database: ff:f2:9f:<num>:c5:c8:<num>:0d:<num>:e9:3a:<num> ip=<ip> v=<num> t=<num>,New ido chip inserted into the database: FF:F2:9F:<NUM>:C5:C8:<NUM>:0D:<NUM>:E9:3A:<NUM> ip=<IP> v=<NUM> t=<NUM>,NULL,DISCOVERY,INFO,2,2,0,0,2,0,0,0,0.0,2,1.0,1,0,1,1,0,2,0,2,0,false
"bgl|category=null|component=discovery|severity=info|message=node card vpd check: u11 node in processor card slot j17 do not match. vpd ecid 04c17df39d7bffff08051b20d4d6, found <num>","Node card VPD check: U11 node in processor card slot J17 do not match. VPD ecid 04C17DF39D7BFFFF08051B20D4D6, found <NUM>",NULL,DISCOVERY,INFO,2,2,0,0,2,0,0,0,0.0,2,1.0,1,0,1,1,0,2,0,2,0,false
bgl|category=null|component=discovery|severity=info|message=new ido chip inserted into the database: ff:f2:9f:<num>:c5:dc:<num>:0d:<num>:e9:3a:<num> ip=<ip> v=<num> t=<num>,New ido chip inserted into the database: FF:F2:9F:<NUM>:C5:DC:<NUM>:0D:<NUM>:E9:3A:<NUM> ip=<IP> v=<NUM> t=<NUM>,NULL,DISCOVERY,INFO,2,2,0,0,2,0,0,0,0.0,2,1.0,1,0,1,1,0,2,0,2,0,false
bgl|category=ras|component=kernel|severity=info|message=iar 0014a1e4 dear 00a65a88,iar 0014a1e4 dear 00a65a88,RAS,KERNEL,INFO,2,2,0,0,2,0,0,0,0.0,2,1.0,1,0,1,1,0,2,0,2,0,false
bgl|category=null|component=discovery|severity=info|message=new ido chip inserted into the database: ff:f2:9f:<num>:c6:0b:<num>:0d:<num>:e9:<num>:f4 ip=<ip> v=<num> t=<num>,New ido chip inserted into the database: FF:F2:9F:<NUM>:C6:0B:<NUM>:0D:<NUM>:E9:<NUM>:F4 ip=<IP> v=<NUM> t=<NUM>,NULL,DISCOVERY,INFO,2,2,0,0,2,0,0,0,0.0,2,1.0,1,0,1,1,0,2,0,2,0,false
"bgl|category=null|component=discovery|severity=info|message=node card vpd check: u11 node in processor card slot j16 do not match. vpd ecid 07630da0472fffff0a0a1991c8ba, found <num>","Node card VPD check: U11 node in processor card slot J16 do not match. VPD ecid 07630DA0472FFFFF0A0A1991C8BA, found <NUM>",NULL,DISCOVERY,INFO,2,2,0,0,2,0,0,0,0.0,2,1.0,1,0,1,1,0,2,0,2,0,false
bgl|category=ras|component=kernel|severity=info|message=iar 0014a1e4 dear 00a64048,iar 0014a1e4 dear 00a64048,RAS,KERNEL,INFO,2,2,0,0,2,0,0,0,0.0,2,1.0,1,0,1,1,0,2,0,2,0,false
bgl|category=ras|component=kernel|severity=info|message=iar 0014a1e4 dear 00a68f08,iar 0014a1e4 dear 00a68f08,RAS,KERNEL,INFO,2,2,0,0,2,0,0,0,0.0,2,1.0,1,0,1,1,0,2,0,2,0,false
bgl|category=null|component=discovery|severity=info|message=new ido chip inserted into the database: ff:f2:9f:<num>:c6:4c:<num>:0d:<num>:e9:<num>:b3 ip=<ip> v=<num> t=<num>,New ido chip inserted into the database: FF:F2:9F:<NUM>:C6:4C:<NUM>:0D:<NUM>:E9:<NUM>:B3 ip=<IP> v=<NUM> t=<NUM>,NULL,DISCOVERY,INFO,2,2,0,0,2,0,0,0,0.0,2,1.0,1,0,1,1,0,2,0,2,0,false
bgl|category=null|component=discovery|severity=info|message=new ido chip inserted into the database: ff:f2:9f:<num>:c6:5b:<num>:0d:<num>:e9:<num>:a4 ip=<ip> v=<num> t=<num>,New ido chip inserted into the database: FF:F2:9F:<NUM>:C6:5B:<NUM>:0D:<NUM>:E9:<NUM>:A4 ip=<IP> v=<NUM> t=<NUM>,NULL,DISCOVERY,INFO,2,2,0,0,2,0,0,0,0.0,2,1.0,1,0,1,1,0,2,0,2,0,false
"bgl|category=null|component=discovery|severity=info|message=node card vpd check: u01 node in processor card slot j14 do not match. vpd ecid 07450d43e32fffff0e0a1af08ad3, found <num>","Node card VPD check: U01 node in processor card slot J14 do not match. VPD ecid 07450D43E32FFFFF0E0A1AF08AD3, found <NUM>",NULL,DISCOVERY,INFO,2,2,0,0,2,0,0,0,0.0,2,1.0,1,0,1,1,0,2,0,2,0,false
"bgl|category=null|component=discovery|severity=info|message=node card vpd check: u01 node in processor card slot j12 do not match. vpd ecid 04c78126d32fffff0b0d1b308ed7, found 04c480d65d2fffff09061bd046e3","Node card VPD check: U01 node in processor card slot J12 do not match. VPD ecid 04C78126D32FFFFF0B0D1B308ED7, found 04C480D65D2FFFFF09061BD046E3",NULL,DISCOVERY,INFO,2,2,0,0,2,0,0,0,0.0,2,1.0,1,0,1,1,0,2,0,2,0,false
bgl|category=ras|component=kernel|severity=info|message=iar 00105e88 dear 02f6543c,iar 00105e88 dear 02f6543c,RAS,KERNEL,INFO,2,2,0,0,2,0,0,0,0.0,2,1.0,1,0,1,1,0,2,0,2,0,false
bgl|category=null|component=discovery|severity=info|message=ido chip status changed: ff:f2:9f:<num>:e2:d7:<num>:0d:<num>:e9:1d:<num> ip=<ip> v=<num> t=<num> status=m tue sep <num> <num>:<num>:<num> pdt <num>,Ido chip status changed: FF:F2:9F:<NUM>:E2:D7:<NUM>:0D:<NUM>:E9:1D:<NUM> ip=<IP> v=<NUM> t=<NUM> status=M Tue Sep <NUM> <NUM>:<NUM>:<NUM> PDT <NUM>,NULL,DISCOVERY,INFO,2,2,0,0,2,0,0,0,0.0,2,1.0,1,0,1,1,0,2,0,2,0,false
bgl|category=ras|component=kernel|severity=info|message=iar 0014a1e4 dear 00a60538,iar 0014a1e4 dear 00a60538,RAS,KERNEL,INFO,2,2,0,0,2,0,0,0,0.0,2,1.0,1,0,1,1,0,2,0,2,0,false
bgl|category=ras|component=kernel|severity=info|message=iar 00105e88 dear 02f6541c,iar 00105e88 dear 02f6541c,RAS,KERNEL,INFO,2,2,0,0,2,0,0,0,0.0,2,1.0,1,0,1,1,0,2,0,2,0,false
bgl|category=null|component=discovery|severity=info|message=new ido chip inserted into the database: ff:f2:9f:<num>:c5:<num>:<num>:0d:<num>:e9:3a:cd ip=<ip> v=<num> t=<num>,New ido chip inserted into the database: FF:F2:9F:<NUM>:C5:<NUM>:<NUM>:0D:<NUM>:E9:3A:CD ip=<IP> v=<NUM> t=<NUM>,NULL,DISCOVERY,INFO,2,2,0,0,2,0,0,0,0.0,2,1.0,1,0,1,1,0,2,0,2,0,false
bgl|category=null|component=discovery|severity=info|message=new ido chip inserted into the database: ff:f2:9f:<num>:c5:7d:<num>:0d:<num>:e9:3a:<num> ip=<ip> v=<num> t=<num>,New ido chip inserted into the database: FF:F2:9F:<NUM>:C5:7D:<NUM>:0D:<NUM>:E9:3A:<NUM> ip=<IP> v=<NUM> t=<NUM>,NULL,DISCOVERY,INFO,2,2,0,0,2,0,0,0,0.0,2,1.0,1,0,1,1,0,2,0,2,0,false
bgl|category=null|component=discovery|severity=info|message=new ido chip inserted into the database: ff:f2:9f:<num>:c5:8c:<num>:0d:<num>:e9:3a:<num> ip=<ip> v=<num> t=<num>,New ido chip inserted into the database: FF:F2:9F:<NUM>:C5:8C:<NUM>:0D:<NUM>:E9:3A:<NUM> ip=<IP> v=<NUM> t=<NUM>,NULL,DISCOVERY,INFO,2,2,0,0,2,0,0,0,0.0,2,1.0,1,0,1,1,0,2,0,2,0,false
bgl|category=null|component=discovery|severity=info|message=new ido chip inserted into the database: ff:f2:9f:<num>:c5:9b:<num>:0d:<num>:e9:3a:<num> ip=<ip> v=<num> t=<num>,New ido chip inserted into the database: FF:F2:9F:<NUM>:C5:9B:<NUM>:0D:<NUM>:E9:3A:<NUM> ip=<IP> v=<NUM> t=<NUM>,NULL,DISCOVERY,INFO,2,2,0,0,2,0,0,0,0.0,2,1.0,1,0,1,1,0,2,0,2,0,false
bgl|category=null|component=discovery|severity=info|message=new ido chip inserted into the database: ff:f2:9f:<num>:c5:<num>:<num>:0d:<num>:e9:3a:7d ip=<ip> v=<num> t=<num>,New ido chip inserted into the database: FF:F2:9F:<NUM>:C5:<NUM>:<NUM>:0D:<NUM>:E9:3A:7D ip=<IP> v=<NUM> t=<NUM>,NULL,DISCOVERY,INFO,2,2,0,0,2,0,0,0,0.0,2,1.0,1,0,1,1,0,2,0,2,0,false
bgl|category=null|component=discovery|severity=info|message=new ido chip inserted into the database: ff:f2:9f:<num>:c5:<num>:<num>:0d:<num>:e9:3a:8c ip=<ip> v=<num> t=<num>,New ido chip inserted into the database: FF:F2:9F:<NUM>:C5:<NUM>:<NUM>:0D:<NUM>:E9:3A:8C ip=<IP> v=<NUM> t=<NUM>,NULL,DISCOVERY,INFO,2,2,0,0,2,0,0,0,0.0,2,1.0,1,0,1,1,0,2,0,2,0,false
bgl|category=null|component=discovery|severity=info|message=ido chip status changed: ff:f2:9f:<num>:e2:e1:<num>:0d:<num>:e9:1d:1e ip=<ip> v=<num> t=<num> status=m fri jul <num> <num>:<num>:<num> pdt <num>,Ido chip status changed: FF:F2:9F:<NUM>:E2:E1:<NUM>:0D:<NUM>:E9:1D:1E ip=<IP> v=<NUM> t=<NUM> status=M Fri Jul <NUM> <NUM>:<NUM>:<NUM> PDT <NUM>,NULL,DISCOVERY,INFO,2,2,0,0,2,0,0,0,0.0,2,1.0,1,0,1,1,0,2,0,2,0,false
bgl|category=null|component=discovery|severity=info|message=new ido chip inserted into the database: ff:f2:9f:<num>:c5:<num>:<num>:0d:<num>:e9:3a:b9 ip=<ip> v=<num> t=<num>,New ido chip inserted into the database: FF:F2:9F:<NUM>:C5:<NUM>:<NUM>:0D:<NUM>:E9:3A:B9 ip=<IP> v=<NUM> t=<NUM>,NULL,DISCOVERY,INFO,2,2,0,0,2,0,0,0,0.0,2,1.0,1,0,1,1,0,2,0,2,0,false
bgl|category=null|component=discovery|severity=info|message=new ido chip inserted into the database: ff:f2:9f:<num>:c5:<num>:<num>:0d:<num>:e9:3a:be ip=<ip> v=<num> t=<num>,New ido chip inserted into the database: FF:F2:9F:<NUM>:C5:<NUM>:<NUM>:0D:<NUM>:E9:3A:BE ip=<IP> v=<NUM> t=<NUM>,NULL,DISCOVERY,INFO,2,2,0,0,2,0,0,0,0.0,2,1.0,1,0,1,1,0,2,0,2,0,false
bgl|category=null|component=discovery|severity=info|message=ido chip status changed: ff:f2:9f:<num>:e2:d7:<num>:0d:<num>:e9:1d:<num> ip=<ip> v=<num> t=<num> status=m tue aug <num> <num>:<num>:<num> pdt <num>,Ido chip status changed: FF:F2:9F:<NUM>:E2:D7:<NUM>:0D:<NUM>:E9:1D:<NUM> ip=<IP> v=<NUM> t=<NUM> status=M Tue Aug <NUM> <NUM>:<NUM>:<NUM> PDT <NUM>,NULL,DISCOVERY,INFO,2,2,0,0,2,0,0,0,0.0,2,1.0,1,0,1,1,0,2,0,2,0,false
bgl|category=null|component=discovery|severity=info|message=new ido chip inserted into the database: ff:f2:9f:<num>:c5:<num>:<num>:0d:<num>:e9:3a:d7 ip=<ip> v=<num> t=<num>,New ido chip inserted into the database: FF:F2:9F:<NUM>:C5:<NUM>:<NUM>:0D:<NUM>:E9:3A:D7 ip=<IP> v=<NUM> t=<NUM>,NULL,DISCOVERY,INFO,2,2,0,0,2,0,0,0,0.0,2,1.0,1,0,1,1,0,2,0,2,0,false
bgl|category=ras|component=kernel|severity=info|message=iar 00105e88 dear 02f6557c,iar 00105e88 dear 02f6557c,RAS,KERNEL,INFO,2,2,0,0,2,0,0,0,0.0,2,1.0,1,0,1,1,0,2,0,2,0,false
bgl|category=ras|component=kernel|severity=info|message=iar 0014a1e4 dear 00a6a948,iar 0014a1e4 dear 00a6a948,RAS,KERNEL,INFO,2,2,0,0,2,0,0,0,0.0,2,1.0,1,0,1,1,0,2,0,2,0,false
"bgl|category=null|component=discovery|severity=info|message=node card vpd check: u11 node in processor card slot j17 do not match. vpd ecid 04c880a6892fffff07081b108cd5, found <num>","Node card VPD check: U11 node in processor card slot J17 do not match. VPD ecid 04C880A6892FFFFF07081B108CD5, found <NUM>",NULL,DISCOVERY,INFO,2,2,0,0,2,0,0,0,0.0,2,1.0,1,0,1,1,0,2,0,2,0,false
bgl|category=null|component=discovery|severity=info|message=new ido chip inserted into the database: ff:f2:9f:<num>:c5:a0:<num>:0d:<num>:e9:3a:5f ip=<ip> v=<num> t=<num>,New ido chip inserted into the database: FF:F2:9F:<NUM>:C5:A0:<NUM>:0D:<NUM>:E9:3A:5F ip=<IP> v=<NUM> t=<NUM>,NULL,DISCOVERY,INFO,2,2,0,0,2,0,0,0,0.0,2,1.0,1,0,1,1,0,2,0,2,0,false
"bgl|category=null|component=discovery|severity=info|message=node card vpd check: u01 node in processor card slot j12 do not match. vpd ecid 04c88092802fffff03091be062e6, found <num>","Node card VPD check: U01 node in processor card slot J12 do not match. VPD ecid 04C88092802FFFFF03091BE062E6, found <NUM>",NULL,DISCOVERY,INFO,2,2,0,0,2,0,0,0,0.0,2,1.0,1,0,1,1,0,2,0,2,0,false
bgl|category=null|component=discovery|severity=info|message=new ido chip inserted into the database: ff:f2:9f:<num>:c5:a5:<num>:0d:<num>:e9:3a:5a ip=<ip> v=<num> t=<num>,New ido chip inserted into the database: FF:F2:9F:<NUM>:C5:A5:<NUM>:0D:<NUM>:E9:3A:5A ip=<IP> v=<NUM> t=<NUM>,NULL,DISCOVERY,INFO,2,2,0,0,2,0,0,0,0.0,2,1.0,1,0,1,1,0,2,0,2,0,false
bgl|category=ras|component=kernel|severity=info|message=iar 0014a1e4 dear 00a69598,iar 0014a1e4 dear 00a69598,RAS,KERNEL,INFO,2,2,0,0,2,0,0,0,0.0,2,1.0,1,0,1,1,0,2,0,2,0,false
bgl|category=ras|component=kernel|severity=info|message=iar 0014a1e4 dear 00a56128,iar 0014a1e4 dear 00a56128,RAS,KERNEL,INFO,2,2,0,0,2,0,0,0,0.0,2,1.0,1,0,1,1,0,2,0,2,0,false
bgl|category=ras|component=kernel|severity=info|message=iar 003a9258 dear 0136adb8,iar 003a9258 dear 0136adb8,RAS,KERNEL,INFO,2,2,0,0,2,0,0,0,0.0,2,1.0,1,0,1,1,0,2,0,2,0,false
bgl|category=null|component=discovery|severity=info|message=new ido chip inserted into the database: ff:f2:9f:<num>:c6:dd:<num>:0d:<num>:e9:<num>:<num> ip=<ip> v=<num> t=<num>,New ido chip inserted into the database: FF:F2:9F:<NUM>:C6:DD:<NUM>:0D:<NUM>:E9:<NUM>:<NUM> ip=<IP> v=<NUM> t=<NUM>,NULL,DISCOVERY,INFO,2,2,0,0,2,0,0,0,0.0,2,1.0,1,0,1,1,0,2,0,2,0,false
bgl|category=null|component=discovery|severity=info|message=ido chip status changed: ff:f2:9f:<num>:7e:<num>:<num>:0d:<num>:ea:<num>:b9 ip=<ip> v=<num> t=<num> status=m fri jul <num> <num>:<num>:<num> pdt <num>,Ido chip status changed: FF:F2:9F:<NUM>:7E:<NUM>:<NUM>:0D:<NUM>:EA:<NUM>:B9 ip=<IP> v=<NUM> t=<NUM> status=M Fri Jul <NUM> <NUM>:<NUM>:<NUM> PDT <NUM>,NULL,DISCOVERY,INFO,2,2,0,0,2,0,0,0,0.0,2,1.0,1,0,1,1,0,2,0,2,0,false
bgl|category=null|component=discovery|severity=info|message=new ido chip inserted into the database: ff:f2:9f:<num>:c6:f1:<num>:0d:<num>:e9:<num>:0e ip=<ip> v=<num> t=<num>,New ido chip inserted into the database: FF:F2:9F:<NUM>:C6:F1:<NUM>:0D:<NUM>:E9:<NUM>:0E ip=<IP> v=<NUM> t=<NUM>,NULL,DISCOVERY,INFO,2,2,0,0,2,0,0,0,0.0,2,1.0,1,0,1,1,0,2,0,2,0,false
bgl|category=null|component=discovery|severity=info|message=ido chip status changed: ff:f2:9f:<num>:e2:d2:<num>:0d:<num>:e9:1d:2d ip=<ip> v=<num> t=<num> status=m tue sep <num> <num>:<num>:<num> pdt <num>,Ido chip status changed: FF:F2:9F:<NUM>:E2:D2:<NUM>:0D:<NUM>:E9:1D:2D ip=<IP> v=<NUM> t=<NUM> status=M Tue Sep <NUM> <NUM>:<NUM>:<NUM> PDT <NUM>,NULL,DISCOVERY,INFO,2,2,0,0,2,0,0,0,0.0,2,1.0,1,0,1,1,0,2,0,2,0,false
"bgl|category=null|component=discovery|severity=info|message=node card vpd check: u11 node in processor card slot j16 do not match. vpd ecid 074c0d51df2fffff0e0c1a70cec8, found <num>","Node card VPD check: U11 node in processor card slot J16 do not match. VPD ecid 074C0D51DF2FFFFF0E0C1A70CEC8, found <NUM>",NULL,DISCOVERY,INFO,2,2,0,0,2,0,0,0,0.0,2,1.0,1,0,1,1,0,2,0,2,0,false
bgl|category=ras|component=kernel|severity=fatal|message=lustre mount failed : bglio960 : block_id : location,Lustre mount FAILED : bglio960 : block_id : location,RAS,KERNEL,FATAL,2,0,2,2,0,0,0,0,0.0,2,1.0,1,0,1,1,0,2,0,2,0,false
bgl|category=ras|component=kernel|severity=info|message=iar 0014a1e4 dear 00a567b8,iar 0014a1e4 dear 00a567b8,RAS,KERNEL,INFO,2,2,0,0,2,0,0,0,0.0,2,1.0,1,0,1,1,0,2,0,2,0,false
bgl|category=ras|component=kernel|severity=info|message=iar 00105e84 dear 0245774c,iar 00105e84 dear 0245774c,RAS,KERNEL,INFO,2,2,0,0,2,0,0,0,0.0,2,1.0,1,0,1,1,0,2,0,2,0,false
bgl|category=ras|component=kernel|severity=info|message=iar 0014a150 dear 007fec08,iar 0014a150 dear 007fec08,RAS,KERNEL,INFO,2,2,0,0,2,0,0,0,0.0,2,1.0,1,0,1,1,0,2,0,2,0,false
bgl|category=ras|component=kernel|severity=fatal|message=lustre mount failed : bglio387 : block_id : location,Lustre mount FAILED : bglio387 : block_id : location,RAS,KERNEL,FATAL,2,0,2,2,0,0,0,0,0.0,2,1.0,1,0,1,1,0,2,0,2,0,false
bgl|category=ras|component=kernel|severity=info|message=iar 00105e84 dear 0245776c,iar 00105e84 dear 0245776c,RAS,KERNEL,INFO,2,2,0,0,2,0,0,0,0.0,2,1.0,1,0,1,1,0,2,0,2,0,false
bgl|category=ras|component=kernel|severity=fatal|message=lustre mount failed : bglio388 : block_id : location,Lustre mount FAILED : bglio388 : block_id : location,RAS,KERNEL,FATAL,2,0,2,2,0,0,0,0,0.0,2,1.0,1,0,1,1,0,2,0,2,0,false
"bgl|category=null|component=discovery|severity=info|message=node card vpd check: u01 node in processor card slot j14 do not match. vpd ecid 07470d98c12fffff08051ae0ced2, found <num>","Node card VPD check: U01 node in processor card slot J14 do not match. VPD ecid 07470D98C12FFFFF08051AE0CED2, found <NUM>",NULL,DISCOVERY,INFO,2,2,0,0,2,0,0,0,0.0,2,1.0,1,0,1,1,0,2,0,2,0,false
bgl|category=null|component=discovery|severity=info|message=ido chip status changed: ff:f2:9f:<num>:e2:d2:<num>:0d:<num>:e9:1d:2d ip=<ip> v=<num> t=<num> status=m fri jul <num> <num>:<num>:<num> pdt <num>,Ido chip status changed: FF:F2:9F:<NUM>:E2:D2:<NUM>:0D:<NUM>:E9:1D:2D ip=<IP> v=<NUM> t=<NUM> status=M Fri Jul <NUM> <NUM>:<NUM>:<NUM> PDT <NUM>,NULL,DISCOVERY,INFO,2,2,0,0,2,0,0,0,0.0,2,1.0,1,0,1,1,0,2,0,2,0,false
bgl|category=null|component=discovery|severity=info|message=ido chip status changed: ff:f2:9f:<num>:e7:eb:<num>:0d:<num>:e9:<num>:<num> ip=<ip> v=<num> t=<num> status=m tue sep <num> <num>:<num>:<num> pdt <num>,Ido chip status changed: FF:F2:9F:<NUM>:E7:EB:<NUM>:0D:<NUM>:E9:<NUM>:<NUM> ip=<IP> v=<NUM> t=<NUM> status=M Tue Sep <NUM> <NUM>:<NUM>:<NUM> PDT <NUM>,NULL,DISCOVERY,INFO,2,2,0,0,2,0,0,0,0.0,2,1.0,1,0,1,1,0,2,0,2,0,false
bgl|category=null|component=discovery|severity=info|message=ido chip status changed: ff:f2:9f:<num>:e7:f0:<num>:0d:<num>:e9:<num>:0f ip=<ip> v=<num> t=<num> status=m thu aug <num> <num>:<num>:<num> pdt <num>,Ido chip status changed: FF:F2:9F:<NUM>:E7:F0:<NUM>:0D:<NUM>:E9:<NUM>:0F ip=<IP> v=<NUM> t=<NUM> status=M Thu Aug <NUM> <NUM>:<NUM>:<NUM> PDT <NUM>,NULL,DISCOVERY,INFO,2,2,0,0,2,0,0,0,0.0,2,1.0,1,0,1,1,0,2,0,2,0,false
bgl|category=ras|component=kernel|severity=info|message=iar 00105e84 dear 024576ec,iar 00105e84 dear 024576ec,RAS,KERNEL,INFO,2,2,0,0,2,0,0,0,0.0,2,1.0,1,0,1,1,0,2,0,2,0,false
bgl|category=ras|component=kernel|severity=fatal|message=lustre mount failed : bglio962 : block_id : location,Lustre mount FAILED : bglio962 : block_id : location,RAS,KERNEL,FATAL,2,0,2,2,0,0,0,0,0.0,2,1.0,1,0,1,1,0,2,0,2,0,false
bgl|category=null|component=discovery|severity=info|message=new ido chip inserted into the database: ff:f2:9f:<num>:c6:<num>:<num>:0d:<num>:e9:<num>:b8 ip=<ip> v=<num> t=<num>,New ido chip inserted into the database: FF:F2:9F:<NUM>:C6:<NUM>:<NUM>:0D:<NUM>:E9:<NUM>:B8 ip=<IP> v=<NUM> t=<NUM>,NULL,DISCOVERY,INFO,2,2,0,0,2,0,0,0,0.0,2,1.0,1,0,1,1,0,2,0,2,0,false
"bgl|category=null|component=discovery|severity=info|message=node card vpd check: u11 node in processor card slot j16 do not match. vpd ecid 075704c0d67bffff0e041aa0cecb, found <num>","Node card VPD check: U11 node in processor card slot J16 do not match. VPD ecid 075704C0D67BFFFF0E041AA0CECB, found <NUM>",NULL,DISCOVERY,INFO,2,2,0,0,2,0,0,0,0.0,2,1.0,1,0,1,1,0,2,0,2,0,false
bgl|category=null|component=discovery|severity=info|message=ido chip status changed: ff:f2:9f:<num>:e2:d7:<num>:0d:<num>:e9:1d:<num> ip=<ip> v=<num> t=<num> status=m thu aug <num> <num>:<num>:<num> pdt <num>,Ido chip status changed: FF:F2:9F:<NUM>:E2:D7:<NUM>:0D:<NUM>:E9:1D:<NUM> ip=<IP> v=<NUM> t=<NUM> status=M Thu Aug <NUM> <NUM>:<NUM>:<NUM> PDT <NUM>,NULL,DISCOVERY,INFO,2,2,0,0,2,0,0,0,0.0,2,1.0,1,0,1,1,0,2,0,2,0,false
bgl|category=null|component=discovery|severity=info|message=new ido chip inserted into the database: ff:f2:9f:<num>:c6:<num>:<num>:0d:<num>:e9:<num>:c7 ip=<ip> v=<num> t=<num>,New ido chip inserted into the database: FF:F2:9F:<NUM>:C6:<NUM>:<NUM>:0D:<NUM>:E9:<NUM>:C7 ip=<IP> v=<NUM> t=<NUM>,NULL,DISCOVERY,INFO,2,2,0,0,2,0,0,0,0.0,2,1.0,1,0,1,1,0,2,0,2,0,false
